uniqueID,propId,statusId,cityId,location,street,floor,size,structure,municipality,polygons,ptId,price,coverPhoto,rentOrSale,caseId,caseType,underConstruction,filed,furnished,ceiling,furnishingArray,bldgOptsArray,heatingArray,parkingArray,yearOfConstruction,joineryArray,petsArray,otherArray,availableFrom,firstPublished,pricePerSize,showPdv,oldPrice,isSalonac,isNotLastFloor,isNoElevatorButLow,bedroomsArray,bathroomArray,renovationArray,minLeaseArray,newDevelopment,distanceCenterArray,isFeatured,isLux,newImagePipeline,isRecommended
15380-BR,15380,51,1,"44.83338, 20.40825",Otona Župančiča,VPR,26,1.0,Novi Beograd,"['Novi Beograd', 'Blok 8a', 'Paviljoni', 'Zemunski kej - NBG']",1,450.0,cityexpert.rs_-_nekretnina_id_-_15380-75-20260529.avif,r,118959,BR,False,0,1,2,"['furAircon', 'furFridge', 'furStove', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']",[1],[4],6,[],[],[],2026-05-29T10:28:41Z,2026-05-29T15:26:25Z,17.307692,,,False,True,True,[],[],[],[12],False,['5_10'],False,False,True,False
78593-BR,78593,51,1,"44.80279, 20.39401",Jurija Gagarina,VPR,40,1.5,Novi Beograd,"['Novi Beograd', 'Blok 70', 'Savski blokovi']",1,700.0,cityexpert.rs_-_nekretnina_id_-_78593-02978-20250525.avif,r,118743,BR,False,0,1,1,"['furBed', 'furCable', 'furCornerSofa', 'furDishWasher', 'furFridge', 'furInternet', 'furInverter', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[1, 4]","[3, 4]",6,[2],"[1, 2, 3, 4, 5]",[],2026-05-24T22:00:00Z,2026-05-29T14:10:31Z,17.5,,,False,True,True,['r1'],['b1+'],[1],[12],False,['5_10'],True,False,True,True
16761-BR,16761,51,1,"44.79448, 20.48996",Grčića Milenka,11+,46,1.5,Vračar,"['Vračar', 'Crveni krst (Vozarev krst)', 'Širi centar']",1,700.0,cityexpert.rs_-_nekretnina_id_-_16761-04297-20260529.avif,r,118910,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsSecurity', 'bldgOptsSurveillance']",[1],"[2, 4]",6,[2],"[1, 2, 3, 4, 5]",['adpTerrace'],2026-05-05T22:00:00Z,2026-05-29T13:37:52Z,15.217391,,,False,True,True,['r1'],['b1+'],[],[12],False,['5'],False,False,True,False
78630-BR,78630,51,1,"44.8104, 20.48435",Nikodima Milaša,2_4,60,3.0,Palilula,"['Palilula', 'Stara Palilula', 'Širi centar', 'Palilula - uži deo', 'Palilula 2', 'Hadžipopovac']",1,700.0,cityexpert.rs_-_nekretnina_id_-_78630-04229-20260529.avif,r,118820,BR,False,0,1,2,"['furAircon', 'furBed', 'furCornerSofa', 'furDishWasher', 'furFridge', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']",[1],"[1, 5]",6,[2],[],['adpTerrace'],2026-05-25T22:00:00Z,2026-05-29T13:21:22Z,11.666667,,,False,False,True,['r2'],"['b1+', 'b2+']",[],[12],False,['5'],False,False,True,False
78693-BR,78693,51,1,"44.8048, 20.37222",Dušana Vukasovića,5_10,67,2.5,Novi Beograd,"['Novi Beograd', 'Blok 61', 'Blokovi (61-64 i 72)']",1,1000.0,cityexpert.rs_-_nekretnina_id_-_78693-03110-20250529.avif,r,118932,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furPullOutBed', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],"[3, 4]",3,"[2, 3]",[],[],2026-05-28T14:53:34Z,2026-05-29T13:21:01Z,14.925373,,,False,True,True,['r3'],['b1+'],[1],[12],False,['5_10'],False,False,True,False
18108-BR,18108,51,1,"44.79988, 20.52086",Jovanke Radaković,1,52,2.5,Zvezdara,"['Zvezdara', 'Mirijevo', 'Mirijevo I']",1,550.0,cityexpert.rs_-_nekretnina_id_-_18108_-_0015_-_20240228.jpg,r,118970,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsIntercom', 'bldgOptsSurveillance']","[4, 99]",[4],6,[],[],['adpTerrace'],2026-06-06T22:00:00Z,2026-05-29T13:02:32Z,10.576923,,,False,True,True,['r2'],"['b1+', 'b2+']",[],[24],False,['5_10'],False,False,True,False
78673-BR,78673,51,1,"44.79394, 20.49077",Metohijska,2_4,71,3.0,Vračar,"['Vračar', 'Vojislava Ilića', 'Širi centar']",1,1200.0,cityexpert.rs_-_nekretnina_id_-_78673-03134-20250529.avif,r,118889,BR,False,0,1,1,"['furBed', 'furCable', 'furCornerSofa', 'furDishWasher', 'furFridge', 'furInternet', 'furInverter', 'furShower', 'furStove', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[4, 99]","[3, 4]",5,[2],[],[],2026-05-27T13:12:04Z,2026-05-29T12:59:57Z,16.90141,,,False,True,True,['r2'],['b1+'],[2],[12],False,['5'],False,False,True,False
66464-BR,66464,51,1,"44.81694, 20.47168",Bulevar despota Stefana,5_10,40,1.5,Stari grad,"['Stari grad', 'Botanička bašta', 'Centar', 'Širi centar']",1,700.0,cityexpert.rs_-_nekretnina_id_-_66464_-_0246_-_20250125.jpg,r,118969,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']",[1],[5],6,[2],[],['adpTerrace'],2026-05-29T12:16:48Z,2026-05-29T12:59:09Z,17.5,,,False,True,True,['r1'],['b1+'],[],[12],False,['5'],False,False,True,False
51013-BR,51013,51,1,"44.78022, 20.52213",Bosanska,1,73,3.0,Zvezdara,"['Zvezdara', 'Mali Mokri Lug']",1,600.0,cityexpert.rs_-_nekretnina_id_-_51013_-_0519_-_20241205.jpg,r,109076,BR,False,0,1,1,"['furBed', 'furCable', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[4],"[2, 4]",5,[2],[],['adpTerrace'],2025-09-14T22:00:00Z,2026-05-29T12:52:49Z,8.219178,,,False,True,True,['r2'],"['b1+', 'b2+']",[],[12],False,['5_10'],False,False,True,False
78506-BR,78506,51,1,"44.82377, 20.46018",Dubrovačka,5_10,35,1.0,Stari grad,"['Stari grad', 'Dorćol', 'Centar', 'Širi centar']",1,750.0,cityexpert.rs_-_nekretnina_id_-_78506-03315-20260519.avif,r,118552,BR,False,0,1,1,"['furAircon', 'furCable', 'furCornerSofa', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[1, 1]",[],5,[1],[],[],2026-05-17T22:00:00Z,2026-05-29T12:42:14Z,21.428572,,,False,True,True,['r1'],['b1+'],[],[12],False,['5'],True,False,True,True
41197-BR,41197,51,1,"44.82015, 20.46066",Gospodar Jevremova,PR,55,3.0,Stari grad,"['Stari grad', 'Dorćol', 'Centar', 'Širi centar', 'Uži centar', 'Krug dvojke']",1,700.0,cityexpert.rs_-_nekretnina_id_-_41197_-_6129_-_20201228.jpg,r,118965,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsIntercom'],"[4, 99]",[5],3,[2],"[3, 4, 5]","['adpTerrace', 'basInfDuplex']",2026-05-28T22:00:00Z,2026-05-29T12:04:39Z,12.727273,,,False,False,True,['r2'],"['b1+', 'b2+']",[],[6],False,[],False,False,True,False
69933-BR,69933,51,1,"44.80318, 20.40008",Omladinskih brigada,5_10,60,2.0,Novi Beograd,"['Novi Beograd', 'Blok 70a', 'Savski blokovi']",1,600.0,cityexpert.rs_-_nekretnina_id_-_69933-04708-20260529.avif,r,118902,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']",[1],[4],6,[3],[],"['adpLoggia', 'adpTerrace']",2026-05-28T07:42:40Z,2026-05-29T12:03:10Z,10.0,,,False,True,True,['r1'],['b1+'],[],[6],False,['5_10'],False,False,True,False
78647-BR,78647,51,1,"44.8171, 20.45778",Čika Ljubina,2_4,117,3.0,Stari grad,"['Stari grad', 'Obilićev venac', 'Centar', 'Širi centar', 'Uži centar', 'Krug dvojke']",1,1700.0,cityexpert.rs_-_nekretnina_id_-_78630-04241-20260529.avif,r,118851,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furCornerSofa', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']",[1],[4],6,[3],[],[],2026-05-26T22:00:00Z,2026-05-29T11:22:19Z,14.529915,,,False,False,True,['r2'],"['b1+', 'b2+']",[],[12],False,[],False,False,True,False
69174-BR,69174,51,1,"44.85352, 20.35906",Ljiljane Krstić,2_4,57,2.0,Zemun,"['Zemun', 'Altina']",1,550.0,cityexpert.rs_-_nekretnina_id_-_69174_-_0321_-_20241225.jpg,r,118964,BR,False,0,1,2,"['furAircon', 'furBed', 'furCornerSofa', 'furFridge', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsIntercom'],"[4, 99]",[2],6,[2],[],['adpTerrace'],2026-05-28T22:00:00Z,2026-05-29T11:19:26Z,9.649123,,,False,True,True,['r2'],['b1+'],[],[12],False,['10+'],False,False,True,False
38713-BR,38713,51,1,"44.80624, 20.46883",Desanke Maksimović,1,65,2.0,Vračar,"['Vračar', 'Centar', 'Širi centar', 'Krug dvojke']",1,800.0,cityexpert.rs_-_nekretnina_id_-_38713_-_6629_-_20200511.jpg,r,118945,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSecurity']",[1],[2],2,[2],"[3, 4, 5]",[],2026-05-28T22:00:00Z,2026-05-29T11:09:03Z,12.307693,,,False,True,True,['r1'],['b1+'],[],[12],False,['5'],False,False,True,False
69743-BR,69743,51,1,"44.79793, 20.47478",Cara Nikolaja II,2_4,97,3.0,Vračar,"['Vračar', 'Čubura', 'Centar', 'Širi centar']",1,1400.0,cx69743_5.jpg,r,118960,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furPullOutBed', 'furShower', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSecurity']",[1],[1],6,[],[],[],2026-05-31T22:00:00Z,2026-05-29T10:47:09Z,14.43299,,,False,True,True,['r2'],"['b1+', 'b2+']",[],[12],False,['5'],False,False,True,False
65982-BR,65982,51,1,"44.7582, 20.42229",Veljka Petrovića,PR,38,1.5,Čukarica,"['Čukarica', 'Žarkovo']",1,350.0,65982_26.jpg,r,118958,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsSurveillance'],[99],[4],6,[2],"[2, 3, 4, 5]",['adpTerrace'],2026-05-29T10:23:43Z,2026-05-29T10:37:35Z,9.210526,,,False,True,True,['r1'],['b1+'],[],[12],False,['5_10'],False,False,True,False
28082-BR,28082,51,1,"44.79273, 20.47266",Mihaila Gavrilovića,2_4,40,1.0,Vračar,"['Vračar', 'Neimar', 'Južni bulevar', 'Širi centar']",1,600.0,cityexpert.rs_-_nekretnina_id_-_28082_-_0097_-_20220302.jpg,r,118951,BR,False,0,1,1,"['furAircon', 'furBed', 'furFridge', 'furShower', 'furStove', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[4, 10]",[5],4,[1],[],['adpTerrace'],2026-05-29T08:29:04Z,2026-05-29T09:04:40Z,15.0,,,False,True,True,[],['b1+'],[],[12],False,['5'],False,False,True,False
61877-BR,61877,51,1,"44.81578, 20.5175",Uralska,2_4,60,3.0,Palilula,"['Palilula', 'Karaburma']",1,470.0,cityexpert.rs_-_nekretnina_id_-_61877_-_0902_-_20240130.jpg,r,118950,BR,False,0,1,2,"['furAircon', 'furBed', 'furDishWasher', 'furFridge', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],[4],6,[],[],"['adpLoggia', 'adpTerrace']",2026-05-29T08:23:07Z,2026-05-29T09:04:18Z,7.8333335,,,False,True,True,['r2'],['b1+'],[1],[12],False,['5'],False,False,True,False
12299-BR,12299,51,1,"44.80504, 20.46684",Njegoševa,5_10,52,2.0,Vračar,"['Vračar', 'Cvetni trg / park Manjež', 'Centar', 'Širi centar', 'Krug dvojke']",1,750.0,12299_7.jpg,r,118949,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furPullOutBed', 'furShower', 'furStove', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],[],6,[2],"[1, 2]",['adpTerrace'],2026-05-29T08:19:59Z,2026-05-29T09:03:45Z,14.423077,,,False,False,True,['r1'],"['b1+', 'b2+']",[],[12],False,['5'],False,False,True,False
53551-BR,53551,51,1,"44.87623, 20.31849",Franje Krča,VPR,53,2.0,Zemun,"['Zemun', 'Zemun polje']",1,450.0,cityexpert.rs_-_nekretnina_id_-_53551_-_0207_-_20230104.jpg,r,117934,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furShower', 'furStove', 'furTV', 'furWasher']",[],"[4, 4, 4, 99]",[1],6,[1],[],[],2026-06-30T22:00:00Z,2026-05-29T08:58:45Z,8.490566,,,False,True,True,['r1'],['b1+'],[],[6],False,['10+'],False,False,True,False
63178-BR,63178,51,1,"44.81562, 20.45383",Topličin venac,5_10,42,1.5,Stari grad,"['Stari grad', 'Dorćol', 'Centar', 'Novi Dorćol', 'Širi centar']",1,750.0,cityexpert.rs_-_nekretnina_id_-_63178-02784-20260526.avif,r,118120,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furCornerSofa', 'furDishWasher', 'furFridge', 'furInternet', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']",[1],[],6,[3],"[1, 2, 3, 4, 5]",[],2026-05-14T22:00:00Z,2026-05-29T08:45:59Z,17.857143,,,False,True,True,['r1'],['b1+'],[],[12],False,['5'],True,False,True,False
35432-BR,35432,51,1,"44.80592, 20.4833",Dalmatinska,2_4,40,2.0,Zvezdara,"['Zvezdara', 'Vukov spomenik', 'Centar', 'Širi centar', 'Zvezdara bez Mirijeva']",1,630.0,cityexpert.rs_-_nekretnina_id_-_35432_-_0911_-_20251031.jpg,r,118944,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']","[1, 4]",[5],2,[2],[],[],2026-05-28T22:00:00Z,2026-05-29T07:31:31Z,15.75,,,False,True,True,['r1'],['b1+'],[1],[12],False,['5'],False,False,True,False
78601-BR,78601,51,1,"44.7752, 20.45624",Bulevar kneza Aleksandra Karađorđevića,1,230,5+,Savski venac,"['Savski venac', 'Dedinje']",1,3000.0,cityexpert.rs_-_nekretnina_id_-_78601-03611-20260528.avif,r,118764,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsIntercom'],[1],[1],6,[2],[],['furJacuzzi'],2026-05-24T22:00:00Z,2026-05-29T07:12:41Z,13.043478,,,False,True,True,['r3'],"['b1+', 'b2+', 'b3+']",[],[12],False,['5_10'],False,False,True,False
46333-BR,46333,51,1,"44.8583, 20.33924",Pavla Vujisića,1,40,1.5,Zemun,"['Zemun', 'Altina']",1,400.0,cityexpert.rs_-_nekretnina_id_-_46333_-_0046_-_20211116.jpg,r,117445,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[21],[3],5,[2],[],"['adpLoggia', 'adpTerrace']",2026-04-19T22:00:00Z,2026-05-29T06:53:33Z,10.0,,,False,True,True,['r1'],['b1+'],[],[12],False,['10+'],True,False,True,False
35852-BR,35852,51,1,"44.79271, 20.46883",Braničevska,2_4,54,2.0,Vračar,"['Vračar', 'Neimar', 'Širi centar']",1,650.0,cityexpert.rs_-_nekretnina_id_-_35852_-_5700_-_20190712.jpg,r,118450,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsIntercom'],[1],[5],6,[2],[],['adpTerrace'],2026-05-31T22:00:00Z,2026-05-29T06:48:56Z,12.037037,,,False,True,True,['r1'],['b1+'],[],[12],False,['5'],False,False,True,False
48996-BR,48996,51,1,"44.80513, 20.44941",Bulevar Vudroa Vilsona,5_10,120,4.0,Savski venac,"['Savski venac', 'Savski amfiteatar', 'Beograd na vodi']",1,1700.0,cityexpert.rs_-_nekretnina_id_-_48996_-_0289_-_20240418.jpg,r,118181,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsRamp', 'bldgOptsSecurity', 'bldgOptsSurveillance']","[1, 1]","[1, 5]",5,[1],"[1, 2, 3, 4]",['adpTerrace'],2026-05-31T22:00:00Z,2026-05-29T05:10:42Z,14.166667,,,False,True,True,['r3'],"['b1+', 'b2+', 'b3+']",[1],[12],False,['5'],True,False,True,True
76820-BR,76820,51,1,"44.82437, 20.40878",Bulevar Zorana Đinđića,2_4,35,1.0,Novi Beograd,"['Novi Beograd', 'Blok 1 (Fontana)', 'Opština Novi Beograd', 'Centralni NBG']",1,800.0,cityexpert.rs_-_nekretnina_id_-_76820_-_00766_-_20260209.jpg,r,113928,BR,False,0,1,2,"['furAircon', 'furBed', 'furFridge', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsRamp']",[1],[3],6,[2],[],[],2026-02-05T11:52:39Z,2026-05-29T05:05:36Z,22.857143,,,False,True,True,[],['b1+'],[1],[3],False,['5'],False,False,True,False
17355-BR,17355,51,1,"44.75565, 20.40635",Cvećarska,PR,53,2.0,Čukarica,"['Čukarica', 'Bele Vode']",1,450.0,cityexpert.rs_-_nekretnina_id_-_17355-04692-20260528.avif,r,118829,BR,False,0,1,2,"['furBed', 'furCornerSofa', 'furFridge', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsSurveillance'],"[4, 10]",[2],6,[2],"[1, 2, 3, 4, 5]",[],2026-05-25T22:00:00Z,2026-05-28T16:43:46Z,8.490566,,,False,True,True,['r2'],['b1+'],[1],[12],False,['5_10'],False,False,True,False
78619-BR,78619,51,1,"44.78828, 20.4745",Ustanička,2_4,44,2.0,Voždovac,"['Voždovac', 'Dušanovac', 'Širi centar']",1,900.0,cityexpert.rs_-_nekretnina_id_-_78619-04699-20260528.avif,r,118800,BR,False,0,3,1,"['furAircon', 'furDishWasher', 'furFridge', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsRamp', 'bldgOptsSurveillance']","[1, 1]",[4],5,[1],"[1, 2, 3, 4, 5]",['adpTerrace'],2026-05-25T15:50:04Z,2026-05-28T16:43:22Z,20.454546,,,False,True,True,['r1'],['b1+'],[],[12],False,['5'],False,False,True,False
78614-BR,78614,51,1,"44.80567, 20.49892",Veljka Dugoševića,SU,39,1.5,Zvezdara,"['Zvezdara', 'Severni Bulevar', 'Širi centar', 'Zvezdara bez Mirijeva']",1,450.0,cityexpert.rs_-_nekretnina_id_-_78614-02897-20260528.avif,r,118794,BR,False,0,1,2,"['furAircon', 'furBed', 'furDishWasher', 'furFridge', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsIntercom', 'bldgOptsSurveillance']",[1],[4],6,[2],[1],[],2026-05-25T14:55:28Z,2026-05-28T16:30:05Z,11.538462,,,False,True,True,['r1'],['b1+'],[],[12],False,['5'],False,False,True,False
18471-BR,18471,51,1,"44.82028, 20.42022",Bulevar Mihajla Pupina,1,41,1.0,Novi Beograd,"['Novi Beograd', 'Blok 30', 'Centralni NBG']",1,500.0,cityexpert.rs_-_nekretnina_id_-_18471-03059-20250528.avif,r,118890,BR,False,0,1,1,"['furAircon', 'furCable', 'furCornerSofa', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],"[3, 4]",6,[3],[],[],2026-05-27T15:51:35Z,2026-05-28T16:29:48Z,12.195122,,,False,True,True,['r1'],['b1+'],[1],[6],False,['5'],True,False,True,False
78648-BR,78648,51,1,"44.78127, 20.46137",Sokobanjska,PR,94,4.0,Savski venac,"['Savski venac', 'Dedinje']",1,1300.0,cityexpert.rs_-_nekretnina_id_-_78648-02884-20260528.avif,r,118853,BR,False,0,2,1,"['furAircon', 'furFridge', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsRamp', 'bldgOptsSurveillance']","[4, 99]",[2],6,[3],"[1, 2]","['adpTerrace', 'tolBusiness']",2026-05-27T06:27:31Z,2026-05-28T16:23:59Z,13.829787,,,False,True,True,['r1'],['b1+'],[],[12],False,['5'],False,False,True,False
38758-BR,38758,51,1,"44.81151, 20.44974",Hercegovačka,2_4,64,2.0,Savski venac,"['Savski venac', 'Savski amfiteatar', 'Beograd na vodi']",1,1500.0,cityexpert.rs_-_nekretnina_id_-_38758_-_6298_-_20200428.jpg,r,118918,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSecurity', 'bldgOptsSurveillance']","[1, 1]","[1, 5]",5,[1],[],"['adpGym', 'adpSwimmingPool', 'adpTerrace', 'tolBusiness']",2026-06-29T22:00:00Z,2026-05-28T16:15:42Z,23.4375,,,False,True,True,['r1'],['b1+'],[2],[12],False,['5'],False,False,True,False
78627-BR,78627,51,1,"44.75977, 20.48759",Kaplara Momčila Gavrića,1,46,1.5,Voždovac,"['Voždovac', 'Stepa Stepanović']",1,550.0,cityexpert.rs_-_nekretnina_id_-_78627-04199-20260528.avif,r,118813,BR,False,0,1,2,"['furAircon', 'furBed', 'furFridge', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']","[1, 1]","[3, 4]",6,[2],[],['adpTerrace'],2026-05-26T07:21:21Z,2026-05-28T16:15:17Z,11.956522,,,False,True,True,['r1'],['b1+'],[],[6],False,['5_10'],False,False,True,False
78645-BR,78645,51,1,"44.75511, 20.45425",Srpskih udarnih brigada,2_4,21,0.5,Rakovica,"['Rakovica', 'Kanarevo brdo']",1,300.0,cityexpert.rs_-_nekretnina_id_-_78645-04658-20260528.avif,r,118846,BR,False,0,1,2,"['furAircon', 'furFridge', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsIntercom'],[1],[3],6,[2],[],[],2026-05-26T14:03:20Z,2026-05-28T16:05:52Z,14.285714,,,False,True,True,[],['b1+'],[1],[12],False,['5_10'],False,False,True,False
78637-BR,78637,51,1,"44.81389, 20.46518",Kondina,2_4,122,OTHER,Stari grad,"['Stari grad', 'Centar', 'Širi centar', 'Uži centar', 'Krug dvojke']",1,2400.0,cityexpert.rs_-_nekretnina_id_-_78637-02863-20260528.avif,r,118833,BR,False,0,2,1,"['furAircon', 'furDishWasher', 'furFridge', 'furShower', 'furStove', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[4, 4, 99]",[5],6,[3],"[1, 2]",['tolBusiness'],2026-05-25T22:00:00Z,2026-05-28T16:05:29Z,19.67213,,,False,True,True,['r3'],"['b1+', 'b2+']",[1],[12],False,[],False,False,True,False
78617-BR,78617,51,1,"44.82406, 20.45903",Cara Dušana,5_10,40,2.0,Stari grad,"['Stari grad', 'Dorćol', 'Centar', 'Širi centar']",1,800.0,cityexpert.rs_-_nekretnina_id_-_78617-02846-20260528.avif,r,118798,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[1, 4]",[],6,[2],"[1, 2, 3, 4, 5]",[],2026-05-25T15:40:04Z,2026-05-28T16:05:00Z,20.0,,,False,True,True,['r1'],['b1+'],[1],[12],False,['5'],True,False,True,False
78528-BR,78528,51,1,"44.77162, 20.4941",Dragice Končar,2_4,100,4.0,Voždovac,"['Voždovac', 'Braće Jerković']",1,750.0,cityexpert.rs_-_nekretnina_id_-_78528--20260520-4.avif,r,118602,BR,False,0,1,2,"['furAircon', 'furBed', 'furCornerSofa', 'furFridge', 'furStove', 'furTub', 'furWasher']",[],[1],[3],6,[2],[],[],2026-05-19T10:40:54Z,2026-05-28T16:03:58Z,7.5,,,False,True,False,[],[],[],[12],False,['5_10'],False,False,True,False
78431-BR,78431,51,1,"44.78949, 20.46118",Humska,5_10,180,4.0,Savski venac,"['Savski venac', 'Autokomanda']",1,3300.0,cityexpert.rs_-_nekretnina_id_-_78431-04385-20260518.avif,r,118401,BR,False,0,2,1,"['furDishWasher', 'furFridge', 'furShower', 'furStove']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsRamp', 'bldgOptsSurveillance']",[26],[1],6,[3],"[1, 2, 3, 4, 5]","['adpTerrace', 'tolBusiness']",2026-05-13T07:16:41Z,2026-05-28T16:03:05Z,18.333334,,,False,False,True,['r3'],"['b1+', 'b2+', 'b3+']",[],[12],False,['5'],False,False,True,False
12962-BR,12962,51,1,"44.81239, 20.47347",Dr Dragoslava Popovića,5_10,120,3.0,Palilula,"['Palilula', 'Stara Palilula', 'Centar', 'Širi centar', 'Palilula - uži deo', 'Palilula 2']",1,1600.0,cityexpert.rs_-_nekretnina_id_-_12962_-_8800_-_20190913.jpg,r,118213,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[1, 4]","[2, 5]",6,[2],[],['adpTerrace'],2026-05-31T22:00:00Z,2026-05-28T15:14:33Z,13.333333,,,False,False,True,['r2'],"['b1+', 'b2+']",[],[12],False,['5'],True,False,True,False
