uniqueID,propId,statusId,cityId,location,street,floor,size,structure,municipality,polygons,ptId,price,coverPhoto,rentOrSale,caseId,caseType,underConstruction,filed,furnished,ceiling,furnishingArray,bldgOptsArray,heatingArray,parkingArray,yearOfConstruction,joineryArray,petsArray,otherArray,availableFrom,firstPublished,pricePerSize,showPdv,oldPrice,isSalonac,isNotLastFloor,isNoElevatorButLow,bedroomsArray,bathroomArray,renovationArray,minLeaseArray,newDevelopment,distanceCenterArray,isFeatured,isLux,newImagePipeline,isRecommended
10417-BR,10417,51,1,"44.80291, 20.45006",Vojvode Milenka,1,30,1.0,Savski venac,"['Savski venac', 'Savski amfiteatar', 'Centar', 'Širi centar']",1,370.0,cityexpert.rs_-_nekretnina_id_-_10417_-_0040_-_20210806.jpg,r,117548,BR,False,0,1,1,"['furAircon', 'furCable', 'furFridge', 'furInternet', 'furStove', 'furTub', 'furWasher']",['bldgOptsElevator'],"[1, 4]",[3],6,"[2, 3]",[],[],2026-04-30T22:00:00Z,2026-05-14T10:13:37Z,12.333333,,,False,True,True,[],['b1+'],[],[6],False,['5'],False,False,True,False
60495-BR,60495,51,1,"44.80677, 20.46766",Svetozara Markovića,2_4,36,1.0,Vračar,"['Vračar', 'Centar', 'Širi centar', 'Krug dvojke']",1,550.0,60495_14.jpg,r,116790,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],[5],6,[2],"[1, 2, 3, 4]",[],2026-03-31T22:00:00Z,2026-05-14T10:04:45Z,15.277778,,,False,True,True,[],['b1+'],[],[12],False,['5'],False,False,True,False
57222-BR,57222,51,1,"44.79285, 20.46297",Oblakovska,SU,80,2.0,Savski venac,"['Savski venac', 'Autokomanda']",1,550.0,cityexpert.rs_-_nekretnina_id_-_57222_-_0335_-_20230614.jpg,r,111954,BR,False,0,1,1,"['furBed', 'furCable', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[4, 99]",[4],5,[2],"[1, 2]","['adpTerrace', 'tolBusiness']",2025-12-02T23:00:00Z,2026-05-14T09:31:36Z,6.875,,,False,True,True,['r1'],['b1+'],[2],[12],False,['5'],True,False,True,False
35879-BR,35879,51,1,"44.82868, 20.41138",Palmira Toljatija,2_4,61,2.5,Novi Beograd,"['Novi Beograd', 'Blok 11c (Stari Merkator)', 'Zemunski kej', 'Zemunski kej - NBG']",1,800.0,cityexpert.rs_-_nekretnina_id_-_35879-03031-20260513.avif,r,118325,BR,False,0,1,2,"['furAircon', 'furBed', 'furCornerSofa', 'furDishWasher', 'furFridge', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsIntercom'],[1],[3],6,"[1, 2]",[],[],2026-07-31T22:00:00Z,2026-05-14T08:46:30Z,13.114754,,,False,False,False,['r2'],['b1+'],[],[12],False,['5'],False,False,True,False
59014-BR,59014,51,1,"44.79874, 20.48729",Kajmakčalanska,2_4,31,0.5,Zvezdara,"['Zvezdara', 'Crveni krst (Vozarev krst)', 'Centar', 'Širi centar', 'Zvezdara bez Mirijeva']",1,500.0,cityexpert.rs_-_nekretnina_id_-_59014-02203-20260428.avif,r,117763,BR,False,0,1,1,"['furAircon', 'furCable', 'furFridge', 'furInternet', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],[5],4,[2],"[3, 4, 5]",['adpTerrace'],2026-04-27T22:00:00Z,2026-05-14T08:45:46Z,16.129032,,,False,True,True,[],['b1+'],[],[12],False,['5'],True,False,True,False
72420-BR,72420,51,1,"44.79143, 20.47337",Kneza Stracimira,PR,56,2.0,Vračar,"['Vračar', 'Neimar', 'Južni bulevar', 'Širi centar']",1,700.0,cityexpert.rs_-_nekretnina_id_-_72420-03174-20260515.avif,r,118451,BR,False,0,2,1,"['furShower', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[26],"[1, 5]",5,[1],[],['tolBusiness'],2026-06-30T22:00:00Z,2026-05-14T08:19:35Z,12.5,,,False,True,True,['r1'],['b1+'],[],[12],False,['5'],True,False,True,False
78419-BR,78419,51,1,"44.78583, 20.41407",Radnička,2_4,45,1.5,Čukarica,"['Čukarica', 'Banovo brdo']",1,700.0,cityexpert.rs_-_nekretnina_id_-_78419-03688-20260513.avif,r,118380,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furCornerSofa', 'furDishWasher', 'furFridge', 'furInternet', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']",[1],[1],6,[2],[],['adpTerrace'],2026-05-11T22:00:00Z,2026-05-14T08:09:43Z,15.555555,,,False,True,True,['r1'],['b1+'],[],[12],False,['5_10'],False,False,True,False
44964-BR,44964,51,1,"44.80521, 20.42863",Vladimira Popovića,2_4,150,3.5,Novi Beograd,"['Novi Beograd', 'Blok 19a', 'Centralni NBG']",1,2500.0,cityexpert.rs_-_nekretnina_id_-_44964_-_0175_-_20251027.jpg,r,108847,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsRamp', 'bldgOptsSecurity', 'bldgOptsSurveillance', 'furAlarm']",[1],[1],4,[1],[],['adpTerrace'],2025-10-02T22:00:00Z,2026-05-14T07:40:46Z,16.666666,,,False,True,True,['r3'],"['b1+', 'b2+']",[1],[12],False,['5'],True,False,True,False
78418-BR,78418,51,1,"44.8008, 20.45202",Kneza Miloša,5_10,64,2.0,Savski venac,"['Savski venac', 'Savski amfiteatar', 'Skyline']",1,1500.0,cityexpert.rs_-_nekretnina_id_-_78418-04201-20260513.avif,r,118378,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furCornerSofa', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsRamp', 'bldgOptsSecurity', 'bldgOptsSurveillance']","[1, 1]",[1],5,[3],[],['adpTerrace'],2026-05-11T22:00:00Z,2026-05-14T07:01:07Z,23.4375,,,False,True,True,['r1'],['b1+'],[],[12],False,['5'],True,True,True,True
25987-BR,25987,51,1,"44.81432, 20.52021",Mirijevski bulevar,5_10,75,3.0,Palilula,"['Palilula', 'Karaburma']",1,700.0,cityexpert.rs_-_nekretnina_id_-_25987-02494-20260512.avif,r,118309,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],[3],6,[2],"[1, 2, 3, 4, 5]","['adpTerrace', 'tolBusiness']",2026-05-10T22:00:00Z,2026-05-14T06:39:05Z,9.333333,,,False,True,True,['r2'],"['b1+', 'b2+']",[],[12],False,['5_10'],True,False,True,False
41698-BR,41698,51,1,"44.83256, 20.4175",Klare Cetkin,2_4,63,2.0,Zemun,"['Zemun', 'Hotel Jugoslavija', 'Blok 9a', 'Zemunski kej', 'Zemunski kej - NBG']",1,650.0,cityexpert.rs_-_nekretnina_id_-_41698_-_0996_-_20201223.jpg,r,115962,BR,False,0,1,1,"['furAircon', 'furBed', 'furDishWasher', 'furFridge', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsIntercom', 'bldgOptsRamp']",[1],[1],4,[3],[],['adpTerrace'],2026-05-31T22:00:00Z,2026-05-14T06:25:51Z,10.31746,,,False,True,True,['r1'],['b1+'],[1],[12],False,['5_10'],True,False,True,False
47029-BR,47029,51,1,"44.80067, 20.47829",Mileševska,2_4,35,1.5,Vračar,"['Vračar', 'Kalenić pijaca', 'Centar', 'Širi centar']",1,690.0,cityexpert.rs_-_nekretnina_id_-_47029_-_0137_-_20220112.jpg,r,118444,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']",[1],[5],1,[2],[],['adpTerrace'],2026-05-14T04:36:06Z,2026-05-14T05:07:09Z,19.714285,,,False,True,True,['r1'],['b1+'],[],[12],False,['5'],False,False,True,False
68528-BR,68528,51,1,"44.7817, 20.47772",Bože Jankovića,VPR,54,2.0,Voždovac,"['Voždovac', 'Donji Voždovac']",1,800.0,cityexpert.rs_-_nekretnina_id_-_68528_-_0553_-_20241220.jpg,r,118442,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furCornerSofa', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsIntercom'],[4],"[1, 4]",5,[2],"[1, 2, 3, 4, 5]",[],2026-05-13T16:06:49Z,2026-05-13T16:08:43Z,14.814815,,,False,True,True,['r1'],['b1+'],[],[6],False,['5'],False,False,True,False
76963-BR,76963,51,1,"44.81342, 20.46934",Svetogorska,PR,33,1.0,Stari grad,"['Stari grad', 'Centar', 'Širi centar', 'Uži centar', 'Krug dvojke']",1,700.0,cityexpert.rs_-_nekretnina_id_-_76963_-_00807_-_20260218.avif,r,115235,BR,False,0,3,1,['furAircon'],['bldgOptsIntercom'],"[4, 4]",[5],6,[2],[],['tolBusiness'],2026-02-13T09:23:49Z,2026-05-13T15:10:21Z,21.212122,,,False,True,True,['r1'],['b1+'],[],[12],False,[],False,False,True,False
60782-BR,60782,51,1,"44.7947, 20.4699",Internacionalnih brigada,VPR,27,0.5,Vračar,"['Vračar', 'Neimar', 'Širi centar']",1,500.0,cityexpert.rs_-_nekretnina_id_-_60782_-_0721_-_20231128.jpg,r,116045,BR,False,0,1,2,"['furAircon', 'furFridge', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']","[1, 4]","[3, 5]",6,[3],[],[],2026-03-08T15:04:59Z,2026-05-13T14:44:52Z,18.518518,,,False,True,True,[],['b1+'],[1],[12],False,['5'],True,False,True,False
78044-BR,78044,51,1,"44.79303, 20.49972",Subotička,2_4,170,4.0,Zvezdara,"['Zvezdara', 'Cvetkova pijaca', 'Širi centar', 'Zvezdara bez Mirijeva']",1,1200.0,cityexpert.rs_-_nekretnina_id_-_78044-03132-20260420.avif,r,117497,BR,False,0,1,1,"['furAircon', 'furDishWasher', 'furFridge', 'furStove', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[1, 4]",[5],6,[2],[],"['adpTerrace', 'furJacuzzi', 'tolBusiness']",2026-05-30T22:00:00Z,2026-05-13T14:36:35Z,7.0588236,,,False,False,True,['r3'],"['b1+', 'b2+']",[],[12],False,['5'],False,False,True,False
75402-BR,75402,51,1,"44.81949, 20.45862",Kapetan Mišina,2_4,68,2.0,Stari grad,"['Stari grad', 'Dorćol', 'Centar', 'Širi centar', 'Uži centar', 'Krug dvojke']",1,900.0,cityexpert.rs_-_nekretnina_id_-_75402-01569-20260403.avif,r,110993,BR,False,0,2,2,"['furDishWasher', 'furTub']","['bldgOptsElevator', 'bldgOptsIntercom']",[1],[5],6,[2],[4],"['adpTerrace', 'tolBusiness']",2025-11-07T08:27:03Z,2026-05-13T13:58:22Z,13.235294,,,False,True,True,['r1'],['b1+'],[],[12],False,[],False,False,True,False
66904-BR,66904,51,1,"44.7658, 20.50382",Sime Matavulja,1,48,2.0,Zvezdara,"['Zvezdara', 'Padina', 'Zvezdara 4']",1,450.0,cityexpert.rs_-_nekretnina_id_-_66904_-_0845_-_20250429.jpg,r,95075,BR,False,0,3,2,[],[],[1],[4],6,[2],[],['adpTerrace'],2024-10-02T12:56:28Z,2026-05-13T13:44:36Z,9.375,,,False,False,True,['r1'],['b1+'],[],[12],False,['5_10'],False,False,True,False
77401-BR,77401,51,1,"44.81321, 20.46616",Vlajkovićeva,2_4,70,3.0,Stari grad,"['Stari grad', 'Centar', 'Širi centar', 'Uži centar', 'Krug dvojke']",1,900.0,cityexpert.rs_-_nekretnina_id_-_77401-02247-20260318.avif,r,116177,BR,False,0,3,1,['furTub'],"['bldgOptsElevator', 'bldgOptsIntercom']",[1],[1],6,[3],"[1, 2, 3, 4, 5]",[],2026-03-31T22:00:00Z,2026-05-13T13:30:10Z,12.857142,,,False,True,True,['r1'],['b1+'],[],[12],False,[],False,False,True,False
77400-BR,77400,51,1,"44.81326, 20.46616",Vlajkovićeva,2_4,90,4.0,Stari grad,"['Stari grad', 'Centar', 'Širi centar', 'Uži centar', 'Krug dvojke']",1,1800.0,cityexpert.rs_-_nekretnina_id_-_77400-01013-20260312.avif,r,116175,BR,False,0,1,1,"['furAircon', 'furBed', 'furDishWasher', 'furFridge', 'furInternet', 'furPullOutBed', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']",[1],[1],6,"[1, 3]","[1, 2, 3, 4, 5]",[],2026-03-31T22:00:00Z,2026-05-13T13:28:52Z,20.0,,,False,True,True,['r3'],"['b1+', 'b2+']",[],[12],False,[],False,False,True,False
60947-BR,60947,51,1,"44.86269, 20.36704",Batajnički drum,PR,42,2.0,Zemun,"['Zemun', 'Nova Galenika']",1,400.0,cityexpert.rs_-_nekretnina_id_-_60947_-_0286_-_20231206.jpg,r,118430,BR,False,0,1,2,"['furAircon', 'furBed', 'furFridge', 'furShower', 'furStove', 'furTV', 'furWasher']",[],[4],[3],6,[2],[],[],2026-05-12T22:00:00Z,2026-05-13T12:51:36Z,9.523809,,,False,True,True,['r1'],['b1+'],[],[6],False,['10+'],False,False,True,False
78255-BR,78255,51,1,"44.81651, 20.50622",Vojvode Micka Krstića,2_4,64,3.0,Palilula,"['Palilula', 'Karaburma']",1,750.0,cityexpert.rs_-_nekretnina_id_-_78255-04147-20260513.avif,r,117942,BR,False,0,1,1,"['furAircon', 'furBed', 'furCornerSofa', 'furDishWasher', 'furFridge', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']","[1, 1]","[3, 4]",6,[2],[],['adpTerrace'],2026-04-29T22:00:00Z,2026-05-13T12:15:52Z,11.71875,,,False,True,True,['r2'],['b1+'],[],[6],False,['5'],False,False,True,False
70570-BR,70570,51,1,"44.81004, 20.42188",Antifašističke borbe,2_4,47,1.5,Novi Beograd,"['Novi Beograd', 'Blok 23', 'Centralni NBG']",1,650.0,cityexpert.rs_-_nekretnina_id_-_70570_-_0602_-_20250224.jpg,r,101061,BR,False,0,1,2,"['furAircon', 'furBed', 'furFridge', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']",[1],[5],6,[2],[],['adpTerrace'],2025-02-28T23:00:00Z,2026-05-13T11:47:34Z,13.829787,,,False,True,True,['r1'],['b1+'],[],[6],False,['5'],True,False,True,False
60324-BR,60324,51,1,"44.78413, 20.52047",Aleksandra Deroka,2_4,62,2.5,Zvezdara,"['Zvezdara', 'Zeleno brdo', 'Zvezdara bez Mirijeva']",1,600.0,cityexpert.rs_-_nekretnina_id_-_60324_-_0554_-_20231108.jpg,r,118432,BR,False,0,1,2,"['furBed', 'furCable', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsIntercom'],"[4, 99]",[2],6,[2],"[1, 3, 4]",['adpTerrace'],2026-05-12T22:00:00Z,2026-05-13T10:47:14Z,9.67742,,,False,False,True,['r2'],['b1+'],[],[6],False,['5_10'],False,False,True,False
68060-BR,68060,51,1,"44.82779, 20.41601",Aleksinačkih rudara,5_10,35,1.5,Novi Beograd,"['Novi Beograd', 'Blok 11b', 'Zemunski kej', 'Zemunski kej - NBG']",1,550.0,cityexpert.rs_-_nekretnina_id_-_68060_-_0934_-_20241129.jpg,r,118221,BR,False,0,1,1,"['furAircon', 'furCable', 'furCornerSofa', 'furDishWasher', 'furFridge', 'furInternet', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsRamp']",[1],[4],6,[2],[],[],2026-05-14T22:00:00Z,2026-05-13T10:44:28Z,15.714286,,,False,True,True,['r1'],['b1+'],[],[12],False,['5'],True,False,True,False
64864-BR,64864,51,1,"44.82011, 20.41203",Bulevar Zorana Đinđića,2_4,66,2.0,Novi Beograd,"['Novi Beograd', 'Blok 32', 'Centralni NBG']",1,800.0,cityexpert.rs_-_nekretnina_id_-_64864_-_0048_-_20240618.jpg,r,118428,BR,False,0,1,2,"['furAircon', 'furBed', 'furDishWasher', 'furFridge', 'furPullOutBed', 'furStove', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],[2],6,[2],[],[],2026-05-31T22:00:00Z,2026-05-13T10:29:42Z,12.121212,,,False,True,True,['r1'],['b1+'],[],[12],False,['5'],False,False,True,False
78334-BR,78334,51,1,"44.78336, 20.52188",Bulevar kralja Aleksandra,2_4,50,2.0,Zvezdara,"['Zvezdara', 'Konjarnik', 'Zvezdara bez Mirijeva']",1,500.0,cityexpert.rs_-_nekretnina_id_-_78334-03164-20260514.avif,r,118202,BR,False,0,1,1,"['furAircon', 'furCornerSofa', 'furFridge', 'furShower', 'furStove', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsRamp', 'bldgOptsSurveillance']",[1],[4],4,[2],[],[],2026-05-06T22:00:00Z,2026-05-13T10:11:23Z,10.0,,,False,True,True,['r1'],['b1+'],[],[12],False,['5_10'],True,False,True,False
78389-BR,78389,51,1,"44.81446, 20.52018",Mirijevski bulevar,2_4,35,1.5,Zvezdara,"['Zvezdara', 'Karaburma']",1,400.0,cityexpert.rs_-_nekretnina_id_-_78389-02499-20260512.avif,r,118328,BR,False,0,1,0,"['furAircon', 'furBed', 'furFridge', 'furShower', 'furStove', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[1, 4]",[3],6,[2],"[3, 4]",[],2026-05-31T22:00:00Z,2026-05-13T09:37:19Z,11.428572,,,False,True,True,[],['b1+'],[],[12],False,['5_10'],False,False,True,False
78326-BR,78326,51,1,"44.80517, 20.4576",Sarajevska,2_4,80,3.0,Savski venac,"['Savski venac', 'Savski amfiteatar', 'Centar', 'Širi centar']",1,1600.0,cityexpert.rs_-_nekretnina_id_-_78326-02489-20250509.avif,r,118182,BR,False,0,1,1,"['furBed', 'furCable', 'furDishWasher', 'furFridge', 'furInternet', 'furInverter', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],[5],1,[2],[],[],2026-05-06T22:00:00Z,2026-05-13T09:35:59Z,20.0,,,False,True,True,['r3'],['b1+'],[1],[12],False,['5'],True,True,True,False
45095-BR,45095,51,1,"44.80311, 20.47546",Hadži Prodanova,2_4,64,2.0,Vračar,"['Vračar', 'Kalenić pijaca', 'Centar', 'Širi centar']",1,800.0,cityexpert.rs_-_nekretnina_id_-_45095_-_0062_-_20210819.jpg,r,118420,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']",[1],[3],6,[2],"[1, 2, 3, 4, 5]",['adpTerrace'],2026-05-12T22:00:00Z,2026-05-13T09:23:47Z,12.5,,,False,True,True,['r1'],['b1+'],[1],[12],False,['5'],False,False,True,False
78397-BR,78397,51,1,"44.75395, 20.41769",Kosmajska,2_4,37,1.5,Čukarica,"['Čukarica', 'Cerak', 'Žarkovo']",1,420.0,cityexpert.rs_-_nekretnina_id_-_78397-02520-20260513.avif,r,118346,BR,False,0,1,1,"['furAircon', 'furFridge', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']",['bldgOptsIntercom'],"[4, 99]","[3, 4]",6,[2],[],[],2026-05-11T13:12:10Z,2026-05-13T09:18:19Z,11.351352,,,False,False,False,[],['b1+'],[],[12],False,['5_10'],False,False,True,False
51132-BR,51132,51,1,"44.77554, 20.4233",Kneza Višeslava,VPR,86,2.0,Čukarica,"['Čukarica', 'Banovo brdo']",1,750.0,cityexpert.rs_-_nekretnina_id_-_51132_-_0011_-_20220825.jpg,r,118022,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furWasher']",['bldgOptsIntercom'],[99],[2],6,[1],[],['adpTerrace'],2026-05-03T22:00:00Z,2026-05-13T08:35:15Z,8.72093,,,False,True,True,['r1'],['b1+'],[],[12],False,['5_10'],False,False,True,False
78216-BR,78216,51,1,"44.75204, 20.4573",Vukasovićeva,5_10,32,0.5,Rakovica,"['Rakovica', 'Kanarevo brdo']",1,400.0,cityexpert.rs_-_nekretnina_id_-_78216-03594-20260428.avif,r,117843,BR,False,0,1,2,"['furAircon', 'furCable', 'furFridge', 'furInternet', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom']",[1],[4],6,[2],[],[],2026-04-26T22:00:00Z,2026-05-13T07:36:22Z,12.5,,,False,True,True,[],['b1+'],[1],[12],False,['5_10'],False,False,True,False
43745-BR,43745,51,1,"44.80223, 20.47854",Sinđelićeva,VPR,56,1.5,Vračar,"['Vračar', 'Kalenić pijaca', 'Centar', 'Širi centar']",1,800.0,cityexpert.rs_-_nekretnina_id_-_43745-04277-20260529.avif,r,118243,BR,False,0,1,1,"['furAircon', 'furBed', 'furFridge', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],[5],3,[3],[],['adpTerrace'],2026-05-31T22:00:00Z,2026-05-13T07:05:32Z,14.285714,,,False,True,True,['r1'],['b1+'],[1],[6],False,['5'],False,False,True,False
41548-BR,41548,51,1,"44.77911, 20.40818",Mladena Mitrića,5_10,32,0.5,Čukarica,"['Čukarica', 'Čukarička padina']",1,300.0,cityexpert.rs_-_nekretnina_id_-_41548_-_5351_-_20201210.jpg,r,118322,BR,False,0,1,1,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furTub', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[1],[4],6,[3],"[3, 4, 5]",['adpTerrace'],2026-05-31T22:00:00Z,2026-05-13T06:37:54Z,9.375,,,False,True,True,[],['b1+'],[],[6],False,['5_10'],False,False,True,False
78374-BR,78374,51,1,"44.74523, 20.42037",Crvenih hrastova,1,93,3.0,Čukarica,"['Čukarica', 'Cerak']",1,1200.0,cityexpert.rs_-_nekretnina_id_-_78374-03290-20260519.avif,r,118297,BR,False,0,1,2,"['furAircon', 'furBed', 'furCornerSofa', 'furFridge', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsRamp']",[1],[4],2,[3],[],[],2026-05-10T22:00:00Z,2026-05-13T06:37:05Z,12.903226,,,False,True,True,['r3'],"['b1+', 'b2+']",[1],[12],False,['10+'],False,False,True,False
59884-BR,59884,51,1,"44.75241, 20.47716",Milorada Miškovića,2_4,50,2.0,Voždovac,"['Voždovac', 'Banjica']",1,650.0,cityexpert.rs_-_nekretnina_id_-_59884_-_0267_-_20231014.jpg,r,118149,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']",[99],"[2, 4]",6,[2],"[1, 2, 3, 4, 5]",[],2026-06-09T22:00:00Z,2026-05-13T06:02:44Z,13.0,,,False,True,True,['r2'],['b1+'],[],[12],False,['5_10'],True,False,True,False
78232-BR,78232,51,1,"44.78375, 20.51708",Ustanička,2_4,26,1.0,Zvezdara,"['Zvezdara', 'Konjarnik', 'Zvezdara bez Mirijeva']",1,350.0,cityexpert.rs_-_nekretnina_id_-_78232-02229-20260429.avif,r,117873,BR,False,0,1,1,"['furFridge', 'furPullOutBed', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsRamp', 'bldgOptsSurveillance']",[1],"[1, 3]",4,[1],[],['adpTerrace'],2026-04-28T22:00:00Z,2026-05-13T05:21:05Z,13.461538,,,False,True,True,[],['b1+'],[],[12],False,['5_10'],False,False,True,False
51622-BR,51622,51,1,"44.78817, 20.48198",Todora Dukina,2_4,35,1.5,Voždovac,"['Voždovac', 'Dušanovac', 'Lekino brdo', 'Širi centar']",1,550.0,cityexpert.rs_-_nekretnina_id_-_51622_-_0022_-_20220921.jpg,r,118387,BR,False,0,1,2,"['furAircon', 'furBed', 'furFridge', 'furStove', 'furTV', 'furTub', 'furWasher']",['bldgOptsIntercom'],[1],[4],6,[2],[],['adpTerrace'],2026-05-22T22:00:00Z,2026-05-12T15:11:13Z,15.714286,,,False,False,True,['r1'],['b1+'],[1],[12],False,['5'],False,False,True,False
64583-BR,64583,51,1,"44.7874, 20.48403",Todora Dukina,2_4,43,1.5,Voždovac,"['Voždovac', 'Dušanovac', 'Lekino brdo', 'Širi centar']",1,650.0,cityexpert.rs_-_nekretnina_id_-_64583_-_0116_-_20240605.jpg,r,117976,BR,False,0,1,2,"['furAircon', 'furBed', 'furCable', 'furCornerSofa', 'furDishWasher', 'furFridge', 'furInternet', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsIntercom', 'bldgOptsSurveillance']",[1],[4],6,[2],"[1, 2, 3, 4, 5]",['adpTerrace'],2026-05-31T22:00:00Z,2026-05-12T14:06:05Z,15.116279,,,False,True,True,['r1'],['b1+'],[],[12],False,['5'],False,False,True,False
57706-BR,57706,51,1,"44.8181, 20.46465",Skadarska,1,65,2.0,Stari grad,"['Stari grad', 'Centar', 'Širi centar', 'Uži centar', 'Krug dvojke']",1,800.0,cityexpert.rs_-_nekretnina_id_-_57706-03608-20260512.avif,r,118352,BR,False,0,1,1,"['furAircon', 'furBed', 'furFridge', 'furShower', 'furStove', 'furWasher']",['bldgOptsIntercom'],[1],[5],1,[2],"[1, 2, 3, 4, 5]",['adpTerrace'],2026-05-11T22:00:00Z,2026-05-12T13:57:44Z,12.307693,,,False,False,True,['r1'],['b1+'],[1],[12],False,[],True,False,True,False
76762-BR,76762,51,1,"44.80438, 20.48613",Dimitrija Tucovića,5_10,49,2.0,Zvezdara,"['Zvezdara', 'Vukov spomenik', 'Centar', 'Širi centar', 'Zvezdara bez Mirijeva']",1,800.0,cityexpert.rs_-_nekretnina_id_-_76762_-_00383_-_20260204.jpg,r,118384,BR,False,0,1,1,"['furAircon', 'furBed', 'furCornerSofa', 'furDishWasher', 'furFridge', 'furShower', 'furStove', 'furTV', 'furWasher']","['bldgOptsElevator', 'bldgOptsIntercom', 'bldgOptsSurveillance']","[1, 1, 4]",[5],6,[1],"[1, 2]",[],2026-06-14T22:00:00Z,2026-05-12T13:54:15Z,16.32653,,,False,False,True,['r1'],['b1+'],[],[12],False,['5'],True,False,True,False
